Cat logo de productos / servicios.,,,,,,,,
Fecha inicio de vigencia,Fecha fin de vigencia,Versi¢n,Revisi¢n,,,,,
01/01/2017,,1.0,0,,,,,
,,,,,,,,
c_ClaveProdServ,Descripci¢n,FechaInicioVigencia,FechaFinVigencia,Incluir IVA trasladado,Incluir IEPS trasladado,Complemento que debe incluir,,
10201738,Rosal vivo sahara,01/10/2016,,Opcional,No,,,
10201739,Rosal vivo sandy femma,01/10/2016,,Opcional,No,,,
10201740,Rosal vivo talea,01/10/2016,,Opcional,No,,,
10201741,Rosal vivo timeless,01/10/2016,,Opcional,No,,,
10201742,Rosal vivo transition,01/10/2016,,Opcional,No,,,
10201743,Rosal vivo trump,01/10/2016,,Opcional,No,,,
10201744,Rosal vivo twin,01/10/2016,,Opcional,No,,,
10201745,Rosal vivo vendela,01/10/2016,,Opcional,No,,,
10201746,Rosal vivo virginia,01/10/2016,,Opcional,No,,,
10201800,Rosales vivos verdes o lima,01/10/2016,,Opcional,No,,,
10201801,Rosal vivo amandine,01/10/2016,,Opcional,No,,,
10201802,Rosal vivo caipirinha,01/10/2016,,Opcional,No,,,
10201803,Rosal vivo green fashion,01/10/2016,,Opcional,No,,,
10201804,Rosal vivo green tea,01/10/2016,,Opcional,No,,,
10201805,Rosal vivo jade,01/10/2016,,Opcional,No,,,
10201806,Rosal vivo limbo,01/10/2016,,Opcional,No,,,
10201807,Rosal vivo limena o limenia,01/10/2016,,Opcional,No,,,
10201808,Rosal vivo limona,01/10/2016,,Opcional,No,,,
10201809,Rosal vivo old dutch,01/10/2016,,Opcional,No,,,
10201810,Rosal vivo super green,01/10/2016,,Opcional,No,,,
10201811,Rosal vivo sweet green,01/10/2016,,Opcional,No,,,
10201812,Rosal vivo viva,01/10/2016,,Opcional,No,,,
10201813,Rosal vivo zazu,01/10/2016,,Opcional,No,,,
10201900,Rosales vivos rosado claro,01/10/2016,,Opcional,No,,,
10201901,Rosal vivo anna,01/10/2016,,Opcional,No,,,
10201902,Rosal vivo bella vita,01/10/2016,,Opcional,No,,,
10201903,Rosal vivo bridal dream,01/10/2016,,Opcional,No,,,
10201904,Rosal vivo candy bianca,01/10/2016,,Opcional,No,,,
10201905,Rosal vivo caress,01/10/2016,,Opcional,No,,,
10201906,Rosal vivo carolina,01/10/2016,,Opcional,No,,,
10201907,Rosal vivo climax,01/10/2016,,Opcional,No,,,
10201908,Rosal vivo danny,01/10/2016,,Opcional,No,,,
10201909,Rosal vivo dolce vita,01/10/2016,,Opcional,No,,,
10201910,Rosal vivo elite,01/10/2016,,Opcional,No,,,
10201911,Rosal vivo emma,01/10/2016,,Opcional,No,,,
10201912,Rosal vivo engagement,01/10/2016,,Opcional,No,,,
10201913,Rosal vivo esther,01/10/2016,,Opcional,No,,,
10201914,Rosal vivo excalibur,01/10/2016,,Opcional,No,,,
10201915,Rosal vivo exciting,01/10/2016,,Opcional,No,,,
10201916,Rosal vivo first lady,01/10/2016,,Opcional,No,,,
10201917,Rosal vivo geraldine,01/10/2016,,Opcional,No,,,
10201918,Rosal vivo gotcha,01/10/2016,,Opcional,No,,,
10201919,Rosal vivo harmonie,01/10/2016,,Opcional,No,,,
10201920,Rosal vivo heaven,01/10/2016,,Opcional,No,,,
10201921,Rosal vivo high and elegant,01/10/2016,,Opcional,No,,,
10201922,Rosal vivo katherine,01/10/2016,,Opcional,No,,,
10201923,Rosal vivo king kong,01/10/2016,,Opcional,No,,,
10201924,Rosal vivo livia,01/10/2016,,Opcional,No,,,
10201925,Rosal vivo lorena,01/10/2016,,Opcional,No,,,
10201926,Rosal vivo lovely,01/10/2016,,Opcional,No,,,
10201927,Rosal vivo maaike,01/10/2016,,Opcional,No,,,
10201928,Rosal vivo marilyn,01/10/2016,,Opcional,No,,,
10201929,Rosal vivo marlise,01/10/2016,,Opcional,No,,,
10201930,Rosal vivo miranda o ausimmon,01/10/2016,,Opcional,No,,,
10201931,Rosal vivo mona lisa,01/10/2016,,Opcional,No,,,
10201932,Rosal vivo nirvana,01/10/2016,,Opcional,No,,,
10201933,Rosal vivo o hara,01/10/2016,,Opcional,No,,,
10201934,Rosal vivo ole,01/10/2016,,Opcional,No,,,
10201935,Rosal vivo olga,01/10/2016,,Opcional,No,,,
10201936,Rosal vivo pac¡fica,01/10/2016,,Opcional,No,,,
10201937,Rosal vivo party mix,01/10/2016,,Opcional,No,,,
10201938,Rosal vivo peckoubo o pekcoubo,01/10/2016,,Opcional,No,,,
10201939,Rosal vivo phoebe o ausnotice,01/10/2016,,Opcional,No,,,
10201940,Rosal vivo pink farfalla,01/10/2016,,Opcional,No,,,
10201941,Rosal vivo pink finess,01/10/2016,,Opcional,No,,,
10201942,Rosal vivo pink magic,01/10/2016,,Opcional,No,,,
10201943,Rosal vivo pink osiana,01/10/2016,,Opcional,No,,,
10201944,Rosal vivo pretty woman,01/10/2016,,Opcional,No,,,
10201945,Rosal vivo romance,01/10/2016,,Opcional,No,,,
10201946,Rosal vivo romantic antike o antique,01/10/2016,,Opcional,No,,,
10201947,Rosal vivo rosalind o astew,01/10/2016,,Opcional,No,,,
10201948,Rosal vivo rosita vendela,01/10/2016,,Opcional,No,,,
10201949,Rosal vivo secret garden,01/10/2016,,Opcional,No,,,
10201950,Rosal vivo solaire,01/10/2016,,Opcional,No,,,
10201951,Rosal vivo sophie,01/10/2016,,Opcional,No,,,
10201952,Rosal vivo sweet akito,01/10/2016,,Opcional,No,,,
10201953,Rosal vivo sweet avalanche,01/10/2016,,Opcional,No,,,
10201954,Rosal vivo sweet elegance,01/10/2016,,Opcional,No,,,
10201955,Rosal vivo sweet pink,01/10/2016,,Opcional,No,,,
10201956,Rosal vivo titanic,01/10/2016,,Opcional,No,,,
10201957,Rosal vivo toscanini,01/10/2016,,Opcional,No,,,
10201958,Rosal vivo vania,01/10/2016,,Opcional,No,,,
10201959,Rosal vivo vanity,01/10/2016,,Opcional,No,,,
10201960,Rosal vivo vision,01/10/2016,,Opcional,No,,,
10201961,Rosal vivo vivaldi,01/10/2016,,Opcional,No,,,
10201962,Rosal vivo whisper,01/10/2016,,Opcional,No,,,
10202000,Rosales vivos multicolor rosados,01/10/2016,,Opcional,No,,,
10202001,Rosal vivo attracta,01/10/2016,,Opcional,No,,,
10202002,Rosal vivo boheme,01/10/2016,,Opcional,No,,,
10202003,Rosal vivo carousel,01/10/2016,,Opcional,No,,,
10202004,Rosal vivo cezanne,01/10/2016,,Opcional,No,,,
10202005,Rosal vivo crazy one,01/10/2016,,Opcional,No,,,
10202006,Rosal vivo dance valley,01/10/2016,,Opcional,No,,,
10202007,Rosal vivo duett,01/10/2016,,Opcional,No,,,
10202008,Rosal vivo esperance,01/10/2016,,Opcional,No,,,
10202009,Rosal vivo fiesta,01/10/2016,,Opcional,No,,,
10202010,Rosal vivo halloween,01/10/2016,,Opcional,No,,,
10202011,Rosal vivo highlander,01/10/2016,,Opcional,No,,,
10202012,Rosal vivo hot ambiance,01/10/2016,,Opcional,No,,,
10202013,Rosal vivo la belle,01/10/2016,,Opcional,No,,,
10202014,Rosal vivo laguna,01/10/2016,,Opcional,No,,,
10202015,Rosal vivo latin ambiance,01/10/2016,,Opcional,No,,,
10202016,Rosal vivo latin breeze,01/10/2016,,Opcional,No,,,
10202017,Rosal vivo long arifa,01/10/2016,,Opcional,No,,,
10202018,Rosal vivo murano,01/10/2016,,Opcional,No,,,
10202019,Rosal vivo n-joy rose,01/10/2016,,Opcional,No,,,
10202020,Rosal vivo panama,01/10/2016,,Opcional,No,,,
10202021,Rosal vivo peppermint,01/10/2016,,Opcional,No,,,
10202022,Rosal vivo pijama party,01/10/2016,,Opcional,No,,,
10202023,Rosal vivo portofino,01/10/2016,,Opcional,No,,,
10202024,Rosal vivo priceless,01/10/2016,,Opcional,No,,,
10202025,Rosal vivo queen amazon,01/10/2016,,Opcional,No,,,
10202026,Rosal vivo ranuncula,01/10/2016,,Opcional,No,,,
10202027,Rosal vivo rossini,01/10/2016,,Opcional,No,,,
10202028,Rosal vivo sabina o sabrina,01/10/2016,,Opcional,No,,,
10202029,Rosal vivo scandal,01/10/2016,,Opcional,No,,,
10202030,Rosal vivo silvery pink,01/10/2016,,Opcional,No,,,
10202031,Rosal vivo something else,01/10/2016,,Opcional,No,,,
10202032,Rosal vivo soutine,01/10/2016,,Opcional,No,,,
10202033,Rosal vivo sovereign,01/10/2016,,Opcional,No,,,
10202034,Rosal vivo super disco,01/10/2016,,Opcional,No,,,
10202035,Rosal vivo ts 1968,01/10/2016,,Opcional,No,,,
10202036,Rosal vivo variance,01/10/2016,,Opcional,No,,,
10202037,Rosal vivo verdi,01/10/2016,,Opcional,No,,,
10202100,Rosales vivos anaranjados,01/10/2016,,Opcional,No,,,
10202101,Rosal vivo alhambra,01/10/2016,,Opcional,No,,,
10202102,Rosal vivo aloha,01/10/2016,,Opcional,No,,,
10202103,Rosal vivo amber,01/10/2016,,Opcional,No,,,
10202104,Rosal vivo apache,01/10/2016,,Opcional,No,,,
10202105,Rosal vivo arabia,01/10/2016,,Opcional,No,,,
10202106,Rosal vivo bengala,01/10/2016,,Opcional,No,,,
10202107,Rosal vivo bibi,01/10/2016,,Opcional,No,,,
10202108,Rosal vivo caramba,01/10/2016,,Opcional,No,,,
10202109,Rosal vivo caramella,01/10/2016,,Opcional,No,,,
10202110,Rosal vivo carla,01/10/2016,,Opcional,No,,,
10202111,Rosal vivo cartagena,01/10/2016,,Opcional,No,,,
10202112,Rosal vivo chanson,01/10/2016,,Opcional,No,,,
10202113,Rosal vivo charmer,01/10/2016,,Opcional,No,,,
10202114,Rosal vivo cherry brandy,01/10/2016,,Opcional,No,,,
10202115,Rosal vivo chilis,01/10/2016,,Opcional,No,,,
10202116,Rosal vivo cinnamon,01/10/2016,,Opcional,No,,,
10202117,Rosal vivo colandro,01/10/2016,,Opcional,No,,,
10202118,Rosal vivo coral sea,01/10/2016,,Opcional,No,,,
10202119,Rosal vivo corvette o red corvette,01/10/2016,,Opcional,No,,,
10202120,Rosal vivo dark milva,01/10/2016,,Opcional,No,,,
10202121,Rosal vivo donna,01/10/2016,,Opcional,No,,,
10202122,Rosal vivo dreamer,01/10/2016,,Opcional,No,,,
10202123,Rosal vivo el dorado,01/10/2016,,Opcional,No,,,
10202124,Rosal vivo el toro,01/10/2016,,Opcional,No,,,
10202125,Rosal vivo elena,01/10/2016,,Opcional,No,,,
10202126,Rosal vivo ensue¤o,01/10/2016,,Opcional,No,,,
10202127,Rosal vivo euforia,01/10/2016,,Opcional,No,,,
10202128,Rosal vivo ex¢tica,01/10/2016,,Opcional,No,,,
10202129,Rosal vivo fancy amazon,01/10/2016,,Opcional,No,,,
10202130,Rosal vivo fiction,01/10/2016,,Opcional,No,,,
10202131,Rosal vivo finess,01/10/2016,,Opcional,No,,,
10202132,Rosal vivo flameco,01/10/2016,,Opcional,No,,,
10202133,Rosal vivo free spirit,01/10/2016,,Opcional,No,,,
10202134,Rosal vivo gelato,01/10/2016,,Opcional,No,,,
10202135,Rosal vivo gypsy curiosa,01/10/2016,,Opcional,No,,,
10202136,Rosal vivo high and magic,01/10/2016,,Opcional,No,,,
10202137,Rosal vivo high and orange magic,01/10/2016,,Opcional,No,,,
10202138,Rosal vivo iguana o alegra,01/10/2016,,Opcional,No,,,
10202139,Rosal vivo impulse,01/10/2016,,Opcional,No,,,
10202140,Rosal vivo indian femma,01/10/2016,,Opcional,No,,,
10202141,Rosal vivo indian sunset,01/10/2016,,Opcional,No,,,
10202142,Rosal vivo karusso,01/10/2016,,Opcional,No,,,
10202143,Rosal vivo kerio,01/10/2016,,Opcional,No,,,
10202144,Rosal vivo kiki,01/10/2016,,Opcional,No,,,
10202145,Rosal vivo latin circus,01/10/2016,,Opcional,No,,,
10202146,Rosal vivo leonisa,01/10/2016,,Opcional,No,,,
10202147,Rosal vivo lipstick,01/10/2016,,Opcional,No,,,
10202148,Rosal vivo lobita,01/10/2016,,Opcional,No,,,
10202149,Rosal vivo luca,01/10/2016,,Opcional,No,,,
10202150,Rosal vivo manitou,01/10/2016,,Opcional,No,,,
10202151,Rosal vivo mariana,01/10/2016,,Opcional,No,,,
10202152,Rosal vivo marjan o pk sensation,01/10/2016,,Opcional,No,,,
10202153,Rosal vivo milonga,01/10/2016,,Opcional,No,,,
10202154,Rosal vivo milva,01/10/2016,,Opcional,No,,,
10202155,Rosal vivo miracle,01/10/2016,,Opcional,No,,,
10202156,Rosal vivo mirage,01/10/2016,,Opcional,No,,,
10202157,Rosal vivo monte carlo,01/10/2016,,Opcional,No,,,
10202158,Rosal vivo movie star,01/10/2016,,Opcional,No,,,
10202159,Rosal vivo nikita,01/10/2016,,Opcional,No,,,
10202160,Rosal vivo orange flame,01/10/2016,,Opcional,No,,,
10202161,Rosal vivo orange france,01/10/2016,,Opcional,No,,,
10202162,Rosal vivo orange intuition,01/10/2016,,Opcional,No,,,
10202163,Rosal vivo orange unique,01/10/2016,,Opcional,No,,,
10202164,Rosal vivo orangine u orangina,01/10/2016,,Opcional,No,,,
10202165,Rosal vivo papaya,01/10/2016,,Opcional,No,,,
10202166,Rosal vivo pareo,01/10/2016,,Opcional,No,,,
10202167,Rosal vivo peach sherbet,01/10/2016,,Opcional,No,,,
10202168,Rosal vivo queensday,01/10/2016,,Opcional,No,,,
10202169,Rosal vivo rosselle,01/10/2016,,Opcional,No,,,
10202170,Rosal vivo royal circus,01/10/2016,,Opcional,No,,,
10202171,Rosal vivo sari,01/10/2016,,Opcional,No,,,
10202172,Rosal vivo sensual,01/10/2016,,Opcional,No,,,
10202173,Rosal vivo soap,01/10/2016,,Opcional,No,,,
10202174,Rosal vivo sombrero,01/10/2016,,Opcional,No,,,
10202175,Rosal vivo spicy,01/10/2016,,Opcional,No,,,
10202176,Rosal vivo star 2000,01/10/2016,,Opcional,No,,,
10202177,Rosal vivo summer versilia,01/10/2016,,Opcional,No,,,
10202178,Rosal vivo trixx,01/10/2016,,Opcional,No,,,
10202179,Rosal vivo tropical amazon,01/10/2016,,Opcional,No,,,
10202180,Rosal vivo utopia,01/10/2016,,Opcional,No,,,
10202181,Rosal vivo valentine,01/10/2016,,Opcional,No,,,
10202182,Rosal vivo verano,01/10/2016,,Opcional,No,,,
10202183,Rosal vivo versilia,01/10/2016,,Opcional,No,,,
10202184,Rosal vivo voodoo,01/10/2016,,Opcional,No,,,
10202185,Rosal vivo wow,01/10/2016,,Opcional,No,,,
10202186,Rosal vivo yabadabadoo,01/10/2016,,Opcional,No,,,
10202200,Rosales vivos durazno,01/10/2016,,Opcional,No,,,
10202201,Rosal vivo alejandra,01/10/2016,,Opcional,No,,,
10202202,Rosal vivo azafran,01/10/2016,,Opcional,No,,,
10202203,Rosal vivo big fun,01/10/2016,,Opcional,No,,,
10202204,Rosal vivo cabaret,01/10/2016,,Opcional,No,,,
10202205,Rosal vivo capuccino,01/10/2016,,Opcional,No,,,
10202206,Rosal vivo carpe diem,01/10/2016,,Opcional,No,,,
10202207,Rosal vivo cosima,01/10/2016,,Opcional,No,,,
10202208,Rosal vivo cumbia,01/10/2016,,Opcional,No,,,
10202209,Rosal vivo dream,01/10/2016,,Opcional,No,,,
10202210,Rosal vivo epoca,01/10/2016,,Opcional,No,,,
10202211,Rosal vivo fado,01/10/2016,,Opcional,No,,,
10202212,Rosal vivo femma,01/10/2016,,Opcional,No,,,
10202213,Rosal vivo guajira,01/10/2016,,Opcional,No,,,
10202214,Rosal vivo high and arena,01/10/2016,,Opcional,No,,,
10202215,Rosal vivo high and dandy,01/10/2016,,Opcional,No,,,
10202216,Rosal vivo high and lucky,01/10/2016,,Opcional,No,,,
10202217,Rosal vivo high and peach,01/10/2016,,Opcional,No,,,
10202218,Rosal vivo imagination,01/10/2016,,Opcional,No,,,
10202219,Rosal vivo isis,01/10/2016,,Opcional,No,,,
10202220,Rosal vivo joy o light versilia,01/10/2016,,Opcional,No,,,
10202221,Rosal vivo juliet ausjameson,01/10/2016,,Opcional,No,,,
10202222,Rosal vivo la parisienne,01/10/2016,,Opcional,No,,,
10202223,Rosal vivo la perla,01/10/2016,,Opcional,No,,,
10202224,Rosal vivo lovita sunblaze,01/10/2016,,Opcional,No,,,
10202225,Rosal vivo malilena o marilena,01/10/2016,,Opcional,No,,,
10202226,Rosal vivo monyna,01/10/2016,,Opcional,No,,,
10202227,Rosal vivo nectarine,01/10/2016,,Opcional,No,,,
10202228,Rosal vivo oriental curiosa,01/10/2016,,Opcional,No,,,
10202229,Rosal vivo osiana,01/10/2016,,Opcional,No,,,
10202230,Rosal vivo peach avalanche,01/10/2016,,Opcional,No,,,
10202231,Rosal vivo peach deja vu,01/10/2016,,Opcional,No,,,
10202232,Rosal vivo picanto,01/10/2016,,Opcional,No,,,
10202233,Rosal vivo prima donna,01/10/2016,,Opcional,No,,,
10202234,Rosal vivo sheril,01/10/2016,,Opcional,No,,,
10202235,Rosal vivo sirocco,01/10/2016,,Opcional,No,,,
10202236,Rosal vivo tamara,01/10/2016,,Opcional,No,,,
10202237,Rosal vivo taxo,01/10/2016,,Opcional,No,,,
10202238,Rosal vivo trust,01/10/2016,,Opcional,No,,,
10202239,Rosal vivo valencia,01/10/2016,,Opcional,No,,,
10202240,Rosal vivo vinci,01/10/2016,,Opcional,No,,,
10202241,Rosal vivo wanda,01/10/2016,,Opcional,No,,,
10202300,Rosales vivos rosados,01/10/2016,,Opcional,No,,,
10202301,Rosal vivo aerobic,01/10/2016,,Opcional,No,,,
10202302,Rosal vivo after party,01/10/2016,,Opcional,No,,,
10202303,Rosal vivo amsterdam,01/10/2016,,Opcional,No,,,
10202304,Rosal vivo aqua rose,01/10/2016,,Opcional,No,,,
10202305,Rosal vivo attache,01/10/2016,,Opcional,No,,,
10202306,Rosal vivo attitude,01/10/2016,,Opcional,No,,,
10202307,Rosal vivo ballet,01/10/2016,,Opcional,No,,,
10202308,Rosal vivo belami,01/10/2016,,Opcional,No,,,
10202309,Rosal vivo bella voo o belle vue,01/10/2016,,Opcional,No,,,
10202310,Rosal vivo bling bling,01/10/2016,,Opcional,No,,,
10202311,Rosal vivo blushing akito,01/10/2016,,Opcional,No,,,
10202312,Rosal vivo brooke,01/10/2016,,Opcional,No,,,
10202313,Rosal vivo bugatti,01/10/2016,,Opcional,No,,,
10202314,Rosal vivo cadillac,01/10/2016,,Opcional,No,,,
10202315,Rosal vivo carnaval,01/10/2016,,Opcional,No,,,
10202316,Rosal vivo cereza,01/10/2016,,Opcional,No,,,
10202317,Rosal vivo charming unique,01/10/2016,,Opcional,No,,,
10202318,Rosal vivo cherry o,01/10/2016,,Opcional,No,,,
10202319,Rosal vivo ciciolina,01/10/2016,,Opcional,No,,,
10202320,Rosal vivo classic cezanne,01/10/2016,,Opcional,No,,,
10202321,Rosal vivo clasic duett,01/10/2016,,Opcional,No,,,
10202322,Rosal vivo cosmiq,01/10/2016,,Opcional,No,,,
10202323,Rosal vivo dark engagement,01/10/2016,,Opcional,No,,,
10202324,Rosal vivo daytona,01/10/2016,,Opcional,No,,,
10202325,Rosal vivo dekora,01/10/2016,,Opcional,No,,,
10202326,Rosal vivo dolores,01/10/2016,,Opcional,No,,,
10202327,Rosal vivo eliza,01/10/2016,,Opcional,No,,,
10202328,Rosal vivo flash baccara,01/10/2016,,Opcional,No,,,
10202329,Rosal vivo full house,01/10/2016,,Opcional,No,,,
10202330,Rosal vivo funky,01/10/2016,,Opcional,No,,,
10202331,Rosal vivo giliane,01/10/2016,,Opcional,No,,,
10202332,Rosal vivo gran europe,01/10/2016,,Opcional,No,,,
10202333,Rosal vivo habari,01/10/2016,,Opcional,No,,,
10202334,Rosal vivo hanseat,01/10/2016,,Opcional,No,,,
10202335,Rosal vivo high and amazing,01/10/2016,,Opcional,No,,,
10202336,Rosal vivo high and bonita,01/10/2016,,Opcional,No,,,
10202337,Rosal vivo high and booming,01/10/2016,,Opcional,No,,,
10202338,Rosal vivo high and fantasy,01/10/2016,,Opcional,No,,,
10202339,Rosal vivo high and rich,01/10/2016,,Opcional,No,,,
10202340,Rosal vivo hot lady,01/10/2016,,Opcional,No,,,
10202341,Rosal vivo hot princess,01/10/2016,,Opcional,No,,,
10202342,Rosal vivo inspiration,01/10/2016,,Opcional,No,,,
10202343,Rosal vivo jeimy,01/10/2016,,Opcional,No,,,
10202344,Rosal vivo kachita,01/10/2016,,Opcional,No,,,
10202345,Rosal vivo karen,01/10/2016,,Opcional,No,,,
10202346,Rosal vivo kenji,01/10/2016,,Opcional,No,,,
10202347,Rosal vivo kiko,01/10/2016,,Opcional,No,,,
10202348,Rosal vivo laser,01/10/2016,,Opcional,No,,,
10202349,Rosal vivo latin duett,01/10/2016,,Opcional,No,,,
10202350,Rosal vivo latin fever,01/10/2016,,Opcional,No,,,
10202351,Rosal vivo lifestyle,01/10/2016,,Opcional,No,,,
10202352,Rosal vivo light orlando,01/10/2016,,Opcional,No,,,
10202353,Rosal vivo lovely dreams,01/10/2016,,Opcional,No,,,
10202354,Rosal vivo loyalty,01/10/2016,,Opcional,No,,,
10202355,Rosal vivo malibu,01/10/2016,,Opcional,No,,,
10202356,Rosal vivo mata-hari,01/10/2016,,Opcional,No,,,
10202357,Rosal vivo memphis,01/10/2016,,Opcional,No,,,
10202358,Rosal vivo mi amor,01/10/2016,,Opcional,No,,,
10202359,Rosal vivo miami,01/10/2016,,Opcional,No,,,
10202360,Rosal vivo michelle,01/10/2016,,Opcional,No,,,
10202361,Rosal vivo mikaela,01/10/2016,,Opcional,No,,,
10202362,Rosal vivo orchestra,01/10/2016,,Opcional,No,,,
10202363,Rosal vivo orlando,01/10/2016,,Opcional,No,,,
10202364,Rosal vivo osadia,01/10/2016,,Opcional,No,,,
10202365,Rosal vivo paeonia freelander,01/10/2016,,Opcional,No,,,
10202366,Rosal vivo paula,01/10/2016,,Opcional,No,,,
10202367,Rosal vivo pavarotti,01/10/2016,,Opcional,No,,,
10202368,Rosal vivo pink intuition,01/10/2016,,Opcional,No,,,
10202369,Rosal vivo poison,01/10/2016,,Opcional,No,,,
10202370,Rosal vivo princess,01/10/2016,,Opcional,No,,,
10202371,Rosal vivo queen mary,01/10/2016,,Opcional,No,,,
10202372,Rosal vivo raphaela,01/10/2016,,Opcional,No,,,
10202373,Rosal vivo raspberry ice,01/10/2016,,Opcional,No,,,
10202374,Rosal vivo ravel,01/10/2016,,Opcional,No,,,
10202375,Rosal vivo riviera,01/10/2016,,Opcional,No,,,
10202376,Rosal vivo sade,01/10/2016,,Opcional,No,,,
10202377,Rosal vivo sashimi,01/10/2016,,Opcional,No,,,
10202378,Rosal vivo shanya,01/10/2016,,Opcional,No,,,
10202379,Rosal vivo shocking versilia,01/10/2016,,Opcional,No,,,
10202380,Rosal vivo solitaire,01/10/2016,,Opcional,No,,,
10202381,Rosal vivo something different,01/10/2016,,Opcional,No,,,
10202382,Rosal vivo splendid renate,01/10/2016,,Opcional,No,,,
10202383,Rosal vivo star,01/10/2016,,Opcional,No,,,
10202384,Rosal vivo sweet candia,01/10/2016,,Opcional,No,,,
10202385,Rosal vivo sweet moments,01/10/2016,,Opcional,No,,,
10202386,Rosal vivo sweet unique,01/10/2016,,Opcional,No,,,
10202387,Rosal vivo taboo,01/10/2016,,Opcional,No,,,
10202388,Rosal vivo timona,01/10/2016,,Opcional,No,,,
10202389,Rosal vivo topaz,01/10/2016,,Opcional,No,,,
10202390,Rosal vivo vogue,01/10/2016,,Opcional,No,,,
10202391,Rosal vivo voila,01/10/2016,,Opcional,No,,,
10202392,Rosal vivo wild one,01/10/2016,,Opcional,No,,,
10202393,Rosal vivo yves piaget,01/10/2016,,Opcional,No,,,
10202400,Rosales vivos rojos o burgundy,01/10/2016,,Opcional,No,,,
10202401,Rosal vivo african dawn,01/10/2016,,Opcional,No,,,
10202402,Rosal vivo amada,01/10/2016,,Opcional,No,,,
10202403,Rosal vivo black baccara,01/10/2016,,Opcional,No,,,
10202404,Rosal vivo black beauty,01/10/2016,,Opcional,No,,,
10202405,Rosal vivo black finess o black magic,01/10/2016,,Opcional,No,,,
10202406,Rosal vivo black magic,01/10/2016,,Opcional,No,,,
10202407,Rosal vivo bohemian o pasarela,01/10/2016,,Opcional,No,,,
10202408,Rosal vivo breathless,01/10/2016,,Opcional,No,,,
10202409,Rosal vivo caballero,01/10/2016,,Opcional,No,,,
10202410,Rosal vivo carrera,01/10/2016,,Opcional,No,,,
10202411,Rosal vivo charlene,01/10/2016,,Opcional,No,,,
10202412,Rosal vivo charlotte,01/10/2016,,Opcional,No,,,
10202413,Rosal vivo cherry lady,01/10/2016,,Opcional,No,,,
10202414,Rosal vivo cherry love,01/10/2016,,Opcional,No,,,
10202415,Rosal vivo classy rose,01/10/2016,,Opcional,No,,,
10202416,Rosal vivo colorado velvet,01/10/2016,,Opcional,No,,,
10202417,Rosal vivo corazon,01/10/2016,,Opcional,No,,,
10202418,Rosal vivo corrida,01/10/2016,,Opcional,No,,,
10202419,Rosal vivo dynamite,01/10/2016,,Opcional,No,,,
10202420,Rosal vivo eurored,01/10/2016,,Opcional,No,,,
10202421,Rosal vivo fashion,01/10/2016,,Opcional,No,,,
10202422,Rosal vivo fire and ice,01/10/2016,,Opcional,No,,,
10202423,Rosal vivo first red,01/10/2016,,Opcional,No,,,
10202424,Rosal vivo forever young,01/10/2016,,Opcional,No,,,
10202425,Rosal vivo freedom,01/10/2016,,Opcional,No,,,
10202426,Rosal vivo freestyle,01/10/2016,,Opcional,No,,,
10202427,Rosal vivo friendship,01/10/2016,,Opcional,No,,,
10202428,Rosal vivo gospel,01/10/2016,,Opcional,No,,,
10202429,Rosal vivo graffity,01/10/2016,,Opcional,No,,,
10202430,Rosal vivo grand gala,01/10/2016,,Opcional,No,,,
10202431,Rosal vivo grand prix,01/10/2016,,Opcional,No,,,
